epoch,loss,val_accuracy
0,2.6605345291852953,35.419569229973526
0,1.8451342328190803,41.800952310144076
0,1.6782763153195381,44.68261177360491
0,1.5987708201289177,46.06161892724493
0,1.5468612532138823,46.915659456995726
0,1.5085533720493316,48.35931767269107
0,1.475049793213606,48.956531858427105
0,1.4515897200465202,49.60934595753072
1,1.4147268155694008,49.969614000834
1,1.3950820943474769,50.914812528082805
1,1.3774615461289883,51.50507672464789
1,1.3642943053841592,51.68771597495418
1,1.3509953778266908,51.89088193746303
1,1.3382236625373363,52.48146938933839
1,1.3246862712323666,52.63016683206563
1,1.3158264235138892,52.950997727515166
2,1.2989449588119983,53.11763583996276
2,1.2889742731153966,53.54093866876998
2,1.2799320090651511,53.841242852016954
2,1.2741861014068128,53.70596050466619
2,1.2680897634267807,53.82297892698632
2,1.2614552677571773,54.2136329694556
2,1.2535305443048477,54.177428374704625
2,1.2478628119647504,54.50068368498123
3,1.2378973567128182,54.454781430921955
3,1.2306361180067062,54.78627975161062
3,1.225976226592064,55.03340843631709
3,1.222836511105299,54.90830863124004
3,1.2191312548756599,54.83573781408294
3,1.2149568292737007,55.14153733760461
3,1.2094983102977275,54.961322502125405
3,1.2053032467842102,55.35795676783481
4,1.1982572741031647,55.25839413226961
4,1.1930110109865666,55.59183198481993
4,1.1902638383090496,55.69947600314204
4,1.1880711773872374,55.542697177657885
4,1.185758156275749,55.49178446628932
4,1.182468266147375,55.76348055457681
4,1.1786597821652889,55.52168558248991
4,1.1754332295835017,55.85819436048786
5,1.1699976334154605,55.74812592733867
5,1.1659557287335396,56.04649057872398
5,1.1640704468011855,56.101928864436424
5,1.162543578284979,55.98297091025463
5,1.161044861716032,55.946443060193374
5,1.1583507352113724,56.193248489589564
5,1.155495803117752,55.85156762662719
5,1.152622342300415,56.26969837046998
6,1.1484199216961861,56.09934282195421
6,1.1447618549406529,56.38154470782569
6,1.143721555751562,56.413062100577655
6,1.1425306583821773,56.3516435916251
6,1.1415612276911735,56.25159607309449
6,1.1392728699982166,56.46704573739385
6,1.1370901788532735,56.1381334591874
6,1.1346928226709365,56.566770000614184
7,1.130905797624588,56.3516435916251
7,1.1277015861093997,56.595216467918526
7,1.1268967700898647,56.578407191784144
7,1.125950054836273,56.612348999363185
7,1.125505517345667,56.483855013528235
7,1.1237035300314426,56.66374659369717
7,1.1218634867250918,56.42340627050651
7,1.1197256338655948,56.7621778356764
8,1.1162471087694168,56.50826078945412
8,1.1133817221581936,56.78690686691256
8,1.1129258759200573,56.77494642043232
8,1.112005370402336,56.78189640960327
8,1.1123586117446422,56.657604742801915
8,1.1106257952451706,56.81519170656176
8,1.1087755280792713,56.57436650040569
8,1.107080925089121,56.833455631592386
9,1.1036401826918125,56.68378842293432
9,1.1011647190272809,56.926391533296915
9,1.1008597906827926,56.87515556661807
9,1.1002752016305923,56.90505668281866
9,1.100794061666727,56.791594068911564
9,1.0993410074949264,56.94756475612003
9,1.0976629310846329,56.692839571622066
9,1.0961618836462497,56.94804963908545
10,1.0929113886117936,56.76023830381474
10,1.0906877449631691,56.95887869197971
10,1.0902171900331974,56.94481708598268
10,1.0902196582376957,57.01237744583049
10,1.090838990920782,56.8803276515825
10,1.0895063606381417,57.073472699472774
10,1.0877291626691818,56.789654537049906
10,1.0864873920738698,57.01350883941646
11,1.0834193505883216,56.86190209889673
11,1.0815608898282052,57.03274253037792
11,1.0807092306911945,57.02563091355183
11,1.0812435561597347,57.05747156161408
11,1.0819986956655978,56.94772638377517
11,1.0808101798415184,57.134244697804775
11,1.0790657043278218,56.828445174283104
11,1.077896221870184,57.061673880647675
12,1.0752607881963252,56.88630787482261
12,1.0730696992754936,57.0558552850627
12,1.0724993620634078,57.08818081609036
12,1.0728566610217094,57.10806101767237
12,1.0741832594692706,57.004296063073575
12,1.0729529297411442,57.12955749580576
12,1.0712748736023903,56.87176138586017
12,1.0700568069040775,57.088342443745496
13,1.067708081161976,56.936574075570626
13,1.0657251457393169,57.080422688643715
13,1.065220050150156,57.12228425132454
13,1.065550941580534,57.141033059320584
13,1.0667818135678768,57.01205419052022
13,1.0659491994082928,57.162852792764255
13,1.06419788300395,56.89487414054494
13,1.0631076300382614,57.088988954366044
14,1.0608577411592006,56.953544979360146
14,1.0588934596002102,57.12309238960023
14,1.0583301894366741,57.1145261238779
14,1.059137173974514,57.142810963527104
14,1.0603863161206246,57.03936926423859
14,1.05970582344532,57.212310855236574
14,1.0578638151884079,56.93463454370897
14,1.056637400561571,57.1200214641526
15,1.054488032180071,56.955161255911534
15,1.0527410469651222,57.13359818718422
15,1.052331821846962,57.10321218801822
15,1.0531300382375717,57.169964409590335
15,1.0546643670618534,56.997022818592356
15,1.0538605987548828,57.190167866482625
15,1.0518728923678398,56.95710078777319
15,1.050927532428503,57.095615688226715
16,1.048764081722498,56.926391533296915
16,1.0470928396701813,57.12648657035813
16,1.0467398704707622,57.10208079443225
16,1.0476963978648186,57.19727948330871
16,1.0490704140245914,57.019650690311714
16,1.048566125947237,57.17836904765753
16,1.0466861870408057,56.97584959576923
16,1.0455879414379596,57.08995872029688
17,1.0436343410372735,56.94045313929394
17,1.041894397854805,57.13214353828798
17,1.0416141480922698,57.09997963491545
17,1.0427560552954673,57.12874935753007
17,1.0441681050121785,57.039854147204004
17,1.0435392834544182,57.168186505383815
17,1.0418682865917683,56.962272872737614
17,1.040559609466791,57.06943200809431
18,1.038868935406208,56.921381075987625
18,1.037057133382559,57.123900527875925
18,1.0370517205476761,57.124385410841334
18,1.0380614336311818,57.13505283608046
18,1.0395079844534396,57.01512511596784
18,1.0388727406799794,57.15638768655872
18,1.0373247276067734,56.925098512055804
18,1.0361377001047134,57.06199713595795
19,1.0341048545062541,56.95936357494513
19,1.0327942915439605,57.10337381567336
19,1.0326840273916722,57.10418195394905
19,1.0337564884364605,57.17723765407156
19,1.0352603737533093,56.997669329212904
19,1.034589900046587,57.14555863366446
19,1.0330269950926303,56.936735703225764
19,1.031784570556879,57.02320649872476
