epoch,loss,val_accuracy
9,1.1979715215325355,54.372028071491144
9,1.1976473147273063,54.5212103971838
9,1.1958754778683185,54.45429654795654
9,1.1968312964022159,54.196015555045534
9,1.1955395859003066,54.63418812812547
9,1.1917821963310242,54.57729519351679
9,1.1916412065446378,54.501976706222344
10,1.1891776322960854,54.442659356786585
10,1.1869411247491837,54.543838268903166
10,1.186890425157547,54.660695063568156
10,1.1852389341115952,54.59248819309979
10,1.1863234590232372,54.363300178113676
10,1.1852380115330219,54.80923087864026
10,1.181604364848137,54.686393860735144
10,1.1815653429865838,54.618833500887334
11,1.179309878975153,54.58699285282509
11,1.1772571888387202,54.662472967774676
11,1.1773826101005078,54.785794868645205
11,1.175810071504116,54.71290079617783
11,1.177132270103693,54.48936974912155
11,1.1762355968236924,54.90152026972423
11,1.1728837162613868,54.8148878465701
11,1.172681605017185,54.731487976518736
12,1.1706115129470824,54.687525254321116
12,1.1688136015594006,54.75767165665114
12,1.1689636360108853,54.88454936593471
12,1.1673900761008262,54.79807857043571
12,1.1689773089647293,54.56986032138043
12,1.1682390854120255,55.03550959583389
12,1.1649262383699417,54.90960165248114
12,1.1648893552720547,54.8224843463616
13,1.162718780195713,54.79646229388433
13,1.1610408556580543,54.818282027328
13,1.161570623332262,54.99736546922124
13,1.1600002521514892,54.8604668453191
13,1.1617286022424698,54.634026500470334
13,1.1609008437097073,55.10630250878447
13,1.1577387559890746,54.987021299292394
13,1.157647339630127,54.89699469538036
14,1.1557253883302212,54.80971576160567
14,1.1541927416384221,54.88050867455625
14,1.15476945438385,55.063147924862534
14,1.153195126646757,54.93384580075189
14,1.154984079325199,54.66699854211855
14,1.1543570932328702,55.16093265622121
14,1.1513123847544193,55.052642127278546
14,1.1511658764362336,54.983142235569076
15,1.1493199418246747,54.88083192986653
15,1.148040693151951,54.897156323035496
15,1.1486249926686287,55.12634433802161
15,1.1471881802737713,54.99445617142876
15,1.1489368994891644,54.7098298707302
15,1.1483668406426906,55.19438958083484
15,1.145487387406826,55.096766477131304
15,1.1451670604884625,55.05393514851965
16,1.1434262998580933,54.94079578992284
16,1.1422912382781505,54.97069690612342
16,1.1429759050786494,55.161094283876345
16,1.1415569460332393,55.03130727680029
16,1.1434969643354416,54.75928793320252
16,1.1429681867599488,55.23253370744748
16,1.140113397294283,55.12909200815896
16,1.1397706438481807,55.09870600899296
17,1.1379918190717697,54.98459688446532
17,1.1370623939454556,55.01142707521828
17,1.137735678178072,55.2018244529712
17,1.1362887249827385,55.061208393000875
17,1.1384432825148105,54.777228602922875
17,1.137951839876175,55.28829524847019
17,1.135221750497818,55.144123380086825
17,1.1347387665748596,55.13151642298604
18,1.133020040857792,54.967949235986076
18,1.1322257811307908,55.07381535010166
18,1.1328945978760718,55.208127931521595
18,1.1316037993967534,55.09110950920146
18,1.1338600241661072,54.82571689946437
18,1.1330972044169902,55.2819917699198
18,1.1306209797620774,55.175964028149075
18,1.1300560825645924,55.153982667050265
19,1.128619007062912,55.06007699941491
19,1.127824769973755,55.06007699941491
19,1.1284307667016984,55.26502086613028
19,1.1272781111955643,55.13119316767576
19,1.1295466838955879,54.82943433553255
19,1.1288685016155242,55.33904633218362
19,1.1264144425988198,55.167882645392154
19,1.1257268187761307,55.1562454542222
